"ID","MLBID","NAME","PITCHER_THROWS","LASTDAY","YEAR","AWAY_COMPETITION_LEVEL_ABBREV","TEAM","PITCHES"
"111825921",686560,"Collyer, Gavin",R,2021-09-14,2021,A,TEX,1310
"111835359",700343,"Parra, Nixon",R,2022-08-20,2022,Rk-,ARI,573
"111819605",681958,"Conn, Devin",R,2021-06-15,2021,A+,HOU,298
"111795901",642028,"Rogers, Joshua",L,2022-07-29,2022,AAA,WAS,206
"111809016",675983,"Schilling, Garrett",R,2022-07-22,2022,Rk,COL,83
"111844721",702674,"Dana, Caden",R,2022-08-23,2022,Rk,ANA,100
"110678652",593958,"Rodriguez, Eduardo",L,2022-08-16,2022,AAA,DET,177
"111840945",801218,"Mori, Oswald",R,2022-08-18,2022,Rk-,HOU,252
"111824641",686621,"Pendergast, Jonathan",R,2021-07-31,2021,A,BAL,83
"47182",491703,"Feliz, Neftali",R,2021-09-27,2021,AAA,LA,467
"111766796",621345,"Minter, A.J.",L,2021-08-08,2021,AAA,ATL,117
"111828895",694058,"Lopez, Bruno",R,2021-10-01,2021,Rk-,STL,348
"111833447",699706,"Melendez, Juan",R,2021-09-11,2021,Rk-,PHI,162
"111833511",699022,"Fabian, Samuel",R,2021-10-01,2021,Rk-,STL,358
"111818264",681520,"Kelly, Antoine",L,2021-09-02,2021,A,MIL,337
"111833407",699155,"Burnet, Yizreel",R,2021-08-18,2021,Rk-,BOS,267
"111766838",641907,"Murphy, Patrick",R,2021-08-08,2021,MLB,TOR,177
"111792195",571993,"Nunn, Chris",L,2021-08-08,2021,AA,MIN,135
"111825141",689370,"Bocko, Jordan",R,2021-05-30,2021,A,WAS,218
"111819706",682050,"Speer, Hunter",R,2021-05-22,2021,AA,LA,149
"111811008",676568,"Vanasco, Ricky",Unknown,2021-10-22,2021,Rk,TEX,91
"111819429",682044,"Boyle, Sean",R,2022-08-31,2022,AAA,NYY,350
"110294015",571676,"Frankoff, Seth",R,2021-06-03,2021,MLB,ARI,272
"111819880",681817,"Mort, Zach",R,2021-09-18,2021,A,MIL,564
"111824944",691883,"Carrasco, Ramon",R,2021-09-18,2021,Rk,MIL,537
"111821647",683929,"Herrera, Juan",R,2021-09-27,2021,Rk-,DET,88
"111803472",681895,"Sisk, Evan",L,2021-06-06,2021,A+,STL,266
"111837323",688763,"Kouba, Rhett",R,2021-08-25,2021,Rk,HOU,81
"111498117",605359,"Marshall, Evan",R,2021-09-04,2021,AAA,CWS,83
"111818450",667236,"Glogoski, Kyle",R,2021-06-06,2021,AA,PHI,292
"111822424",684266,"Melenge, Harold",L,2021-08-17,2021,Rk-,SEA,211
"111817705",685299,"Gordon, Tanner",R,2021-08-10,2021,A,ATL,895
"111831078",695779,"Gruller, Kyle",R,2021-09-18,2021,A+,HOU,336
"632",502085,"Robertson, David",R,2021-10-03,2021,MLB,TB,214
"111822605",684485,"Arias, Benjamin",R,2021-09-27,2021,Rk-,STL,773
"51946",518489,"Brasier, Ryan",R,2021-10-02,2021,MLB,BOS,205
"111832449",696084,"Fabian, Waimer",R,2021-09-30,2021,Rk-,CHC,202
"111825605",691363,"Ramirez, Brayan",R,2021-10-01,2021,Rk-,STL,637
"111825659",691581,"Torres, Julio",L,2021-09-27,2021,Rk-,ANA,418
"111837580",681320,"Lavender, Nathan",L,2021-09-18,2021,Rk,NYM,118
"111828607",693734,"Dishmey, Christopher",R,2021-09-28,2021,Rk-,TB,152
"111828114",694496,"Stankiewicz, John",R,2022-04-28,2022,A,MIN,320
"111821094",683426,"Baro, Heisell",R,2022-08-13,2022,Rk,LA,199
"111810969",676194,"Tetreault, Jackson",R,2021-07-18,2021,A+,WAS,222
"111820077",683617,"Perdomo, Yaifer",L,2021-08-23,2021,Rk,TOR,699
"111820541",683053,"Sutera, Tom",R,2021-07-10,2021,Rk,PHI,162
"111812388",681792,"Scott, Adam",L,2021-09-30,2021,AAA,CLE,232
"111800223",650841,"Lopez, Diomar",R,2021-09-30,2021,AAA,CIN,250
"111826925",692439,"Estrada, Jose",R,2021-10-02,2021,Rk-,TEX,154
"111806953",668820,"Kranick, Max",R,2022-05-03,2022,AAA,PIT,100
"111831274",675578,"Gayman, Myles",R,2022-08-30,2022,AA,CIN,81
"109502081",543901,"Weber, Ryan",R,2022-07-16,2022,MLB,NYY,93
"111837595",701643,"Hartwig, Grant",R,2021-09-04,2021,Rk,NYM,118
"111829351",694055,"Almanzar, Stiven",R,2021-07-23,2021,Rk,MIA,164
"111805681",663988,"Kisena, Alec",R,2021-09-17,2021,AA,NYM,129
"111820176",682790,"Gonzalez, Wikelman",R,2021-09-17,2021,A,BOS,307
"111837647",702021,"Dion, William",L,2021-09-11,2021,Rk,CLE,122
"111837579",685045,"Bergin, Jesse",R,2021-09-17,2021,A,MIA,177
"111821313",687560,"Salgado, Bryant",R,2021-09-16,2021,A,HOU,228
"111840649",800538,"Lugo, Leonardo",R,2022-08-23,2022,Rk-,MIN,483
"111825732",691342,"Ramirez, Jose",L,2022-08-23,2022,Rk-,BAL,952
"111833388",700353,"Silvera, Andres",R,2022-08-20,2022,Rk-,PIT,559
"111837339",701545,"Hunt, Marshall",R,2022-08-19,2022,Rk,HOU,418
"111826637",692590,"Lopez, Bladimir",R,2022-07-26,2022,Rk-,COL,171
"111836051",700236,"Dario, Samuel",R,2022-08-23,2022,Rk,MIL,567
"111825646",691629,"Boadas, Miguelangel",R,2022-08-22,2022,Rk,MIN,390
"111826928",692654,"Sarmiento, Carlos",L,2022-08-22,2022,Rk-,OAK,771
"111833843",700314,"Hernandez, Omar",L,2022-08-23,2022,Rk,BAL,475
"111839704",800010,"Gomez, Jose",R,2022-07-26,2022,Rk,NYM,169
"111823351",686774,"Bradford, Cooper",R,2022-08-28,2022,A+,CWS,973
"111807363",681012,"Holloway, Trevor",R,2022-08-21,2022,A,NYY,711
"111841972",801524,"Done, Hayrol",R,2022-08-22,2022,Rk-,TEX,638
"111824628",684946,"Fraze, Nick",R,2022-06-28,2022,AA,TOR,931
"111824778",687911,"King, Bryan",L,2022-07-01,2022,AA,CHC,268
"111826356",691928,"Ress, Patricio",R,2022-08-27,2022,Rk-,PIT,639
"111824500",687607,"Barclay, Edgar",L,2022-08-28,2022,A+,NYY,909
"111836938",702100,"Severino, Juan",R,2022-08-22,2022,Rk-,STL,382
"111800784",656958,"Sherrod, Cason",R,2022-07-16,2022,Rk,MIA,98
"111811117",643232,"Brill, Matt",R,2022-08-30,2022,AAA,WAS,464
"111792821",608379,"Wacha, Michael",R,2022-08-31,2022,MLB,BOS,1477
"111820165",682840,"Perez, Samuel",L,2022-08-10,2022,A,MIN,697
"111811614",679903,"Pettway, Zachary",R,2022-07-12,2022,Rk,CLE,117
"111814847",683627,"Molina, Anthony",R,2022-08-27,2022,A+,TB,1233
"111839006",703724,"Reyes, Luis",R,2022-08-20,2022,Rk-,CHC,530
"111797403",641682,"Hendrix, Ryan",R,2022-08-28,2022,AAA,CIN,663
"111833544",699062,"Ramirez, Kelvin",R,2022-08-20,2022,Rk,LA,343
"111781246",641978,"Pidich, Matt",R,2022-08-28,2022,AAA,CIN,571
"111818740",679560,"Munoz, Braunny",R,2022-08-27,2022,A,CLE,921
"111825050",689520,"Laweryson, Cody",R,2022-08-31,2022,AA,MIN,696
"111837617",685095,"Abney, Alaska",R,2022-08-28,2022,A+,CLE,737
"111808746",669018,"Ruotolo, Patrick",R,2022-08-04,2022,AAA,SF,592
"110691620",595465,"Winkler, Daniel",R,2022-08-27,2022,AAA,CWS,344
"111840316",800355,"Romero, Luciano",R,2022-08-23,2022,Rk-,LA,409
"111819936",683769,"Gaddis, Hunter",R,2021-09-17,2021,A+,CLE,1685
"111831362",689546,"Davila, Nick",R,2021-09-18,2021,A,DET,1557
"111764706",623381,"Pannone, Thomas",L,2021-09-30,2021,AAA,ANA,2158
"247",502202,"Boxberger, Brad",R,2021-10-03,2021,MLB,MIL,1099
"111792543",621219,"Mills, Alec",R,2021-10-03,2021,MLB,CHC,1980
"111798016",676714,"Hughes, Brandon",L,2021-08-22,2021,AA,CHC,571
"111811095",675650,"Mercado, Michael",R,2021-09-16,2021,A+,TB,1245
"111819252",681183,"Sparks, Wyatt",R,2021-07-07,2021,A,TEX,673
"111817792",682121,"Tobey, Jared",L,2021-09-16,2021,A+,DET,885
"111799643",641582,"Foster, Matt",R,2021-10-03,2021,MLB,CWS,741
"111806192",664208,"Maton, Phil",R,2021-07-27,2021,MLB,CLE,757
"111798161",643511,"Rogers, Tyler",R,2021-10-01,2021,MLB,SF,1154
"111801964",660431,"Perez, Hector",R,2021-06-09,2021,AAA,CIN,228
"111813401",674444,"Cruz, Steven",R,2021-08-25,2021,A,MIN,869
"111766477",592773,"Stanek, Ryne",R,2022-08-31,2022,MLB,HOU,734
"111831362",689546,"Davila, Nick",R,2022-07-07,2022,A,DET,882
"111808726",664062,"Gonsolin, Tony",R,2022-08-23,2022,MLB,LA,2014
"111809362",670103,"Burgos, Raymond",L,2022-08-28,2022,A+,CLE,897
"111833622",699074,"Vilchez, Michael",R,2022-08-22,2022,Rk-,LA,368
"111808041",669454,"Trageton, Zack",R,2022-08-07,2022,AA,TB,513
"111828047",669192,"Jensen, William",R,2022-07-09,2022,A+,SF,998
"110691620",595465,"Winkler, Daniel",R,2021-08-16,2021,MLB,CHC,808
"111833200",674429,"Opp, Cam",L,2022-08-13,2022,A+,NYM,550
"111799960",622256,"Weigel, Patrick",R,2022-08-27,2022,AAA,SEA,887
"111828275",688230,"Alford, Peyton",L,2022-06-11,2022,AA,SEA,539
"111498740",607188,"Faria, Jake",R,2021-09-14,2021,MLB,ARI,654
"111803637",657265,"Strzelecki, Peter",R,2021-09-10,2021,AA,MIL,792
"111839724",800107,"Abreu, Wandy",R,2022-08-22,2022,Rk-,BOS,619
"111826802",692623,"Garcia, Leonard",L,2022-08-20,2022,Rk,ANA,479
"111808965",668676,"Plesac, Zach",R,2022-08-27,2022,MLB,CLE,2134
"111828905",694064,"Nolasco, Yohemy",R,2022-08-23,2022,Rk,CWS,578
"111835372",700296,"Leon, Keiner",R,2022-08-08,2022,Rk,TOR,501
"111825878",691480,"Martich, Eurys",R,2022-08-04,2022,Rk,HOU,352
"111828941",684195,"Gibbens, Cameron",R,2022-08-16,2022,AA,LA,224
"111837337",699479,"Broadway, Taylor",R,2022-08-28,2022,AA,CWS,832
"111824645",688162,"Komar, Brandon",R,2022-08-30,2022,AA,SD,996
"111809399",675660,"Drohan, Shane",L,2022-08-14,2022,A+,BOS,1799
"109501187",571710,"Givens, Mychal",R,2022-07-29,2022,MLB,CHC,710
"111815607",677161,"Kelly, Zack",R,2022-08-27,2022,AAA,BOS,866
"111800742",663884,"Kingham, Nolan",R,2022-08-13,2022,AAA,ATL,1135
"111808386",675654,"Keating, Sam",R,2022-08-05,2022,A+,SD,685
"111840350",800125,"Perez, Fernando",R,2022-08-19,2022,Rk-,TOR,662
"4241",570666,"Cessa, Luis",R,2022-08-27,2022,MLB,CIN,696
"111837299",693433,"Woo, Bryan",R,2022-07-26,2022,A,SEA,343
"111800018",664948,"Misiewicz, Anthony",L,2022-07-27,2022,AAA,SEA,231
"111805425",661309,"Martinez, Adrian",R,2022-08-28,2022,MLB,OAK,521
"111796705",641499,"Damron, Ty",L,2021-09-15,2021,AA,OAK,1577
"111819135",681835,"Quezada, Jose",R,2021-09-12,2021,AA,SD,693
"111809100",672860,"Berroa, Prelander",R,2021-09-15,2021,A,SF,1762
"109502081",543901,"Weber, Ryan",R,2021-06-08,2021,AAA,BOS,572
"111768823",628709,"Gomez, Ofreidy",R,2021-08-13,2021,AAA,CWS,349
"111818663",679346,"Navarro, Edgar",R,2021-09-18,2021,A+,CWS,816
"111800297",650654,"Molina, Cristopher",R,2021-07-17,2021,A+,ANA,861
"111829583",694642,"Hasler, Kent",R,2021-08-29,2021,A,MIL,615
"111798794",643502,"Rheault, Dylan",R,2021-08-24,2021,AA,SD,668
"110816282",571521,"Brothers, Rex",L,2021-09-30,2021,MLB,CHC,1016
"111812328",676784,"Lyons, Jake",R,2021-09-02,2021,A,BAL,1194
"111831189",690530,"Cobb, Casey",R,2022-08-31,2022,A+,BOS,1038
"111818450",667236,"Glogoski, Kyle",R,2022-08-25,2022,A+,PHI,904
"111817003",678671,"Gomez, Luis",R,2022-08-23,2022,Rk-,PHI,687
"111840173",800353,"Taveras, Jhonly",R,2022-08-19,2022,Rk-,ATL,697
"111820558",683167,"Lewis III, Jimmy",R,2022-07-28,2022,Rk,LA,262
"111825080",669229,"Brecht, Ben",L,2022-08-20,2022,A+,TB,646
"111822749",684876,"Florencio, Adrian",R,2022-08-20,2022,A+,PIT,1155
"111840877",803372,"Barrios, Sebastian",R,2022-08-23,2022,Rk-,SEA,399
"111825606",691912,"Alcala, Gilberto",R,2022-08-27,2022,Rk-,PIT,389
"111828275",688230,"Alford, Peyton",L,2022-08-31,2022,A+,SEA,514
"111825468",668873,"Kilian, Caleb",R,2022-08-28,2022,AAA,CHC,1608
"4375",572070,"Richards, Garrett",R,2022-08-16,2022,MLB,TEX,722
"111837629",702474,"Paredes, Mike",R,2022-08-30,2022,A,MIN,1234
"111796429",656290,"Carlton, Drew",R,2022-08-27,2022,AAA,DET,671
"110678619",593619,"Tapia, Domingo",R,2022-08-28,2022,AAA,OAK,405
"111837710",701288,"Webb, Jacob",R,2022-08-30,2022,A+,BOS,463
"111843652",804970,"Sosa, Juan",L,2022-08-23,2022,Rk-,CLE,478
"111806999",688562,"Vanheyningen, Jermaine",R,2022-08-23,2022,Rk,CIN,235
"111819372",676252,"Haake, Zach",R,2021-09-17,2021,A+,KC,726
"111808228",671109,"Eder, Jake",L,2021-08-13,2021,AA,MIA,1139
"111800642",656904,"Robinson, Jared",R,2021-08-27,2021,AA,NYM,870
"111820027",679820,"Neff, Zach",L,2021-09-14,2021,AA,MIN,835
"111817277",682144,"Sandridge, Jayvien",L,2022-07-23,2022,A,CIN,450
"110294164",570257,"Rodriguez, Joely",L,2022-08-30,2022,MLB,NYM,684
"111837160",702891,"De Los Santos, Joldelanio",R,2022-08-20,2022,Rk-,LA,460
"111816350",678394,"Bello, Brayan",R,2022-08-14,2022,AA,BOS,561
"111828164",694813,"Stone, Gavin",R,2022-05-12,2022,A+,LA,362
"111808145",664776,"Cousins, Jake",R,2022-04-30,2022,MLB,MIL,170
"111764805",621098,"Hanhold, Eric",R,2022-08-30,2022,AAA,PIT,797
"111817573",682143,"Costanzo, Michael",L,2022-05-29,2022,AA,TB,375
"111821189",679555,"Dufault, Brandon",R,2022-08-30,2022,A+,ANA,757
"111816233",680572,"Kloffenstein, Adam",R,2022-05-14,2022,A+,TOR,436
"111836977",701677,"Kealey, Sean",L,2022-06-02,2022,AA,STL,401
"111826249",692601,"Rodriguez, Erick",R,2021-09-16,2021,Rk,DET,727
"110295779",592712,"Sadzeck, Connor",R,2021-10-01,2021,AAA,MIL,300
"111828319",695294,"McCollum, Tommy",R,2021-09-19,2021,A,PHI,272
"111802186",663325,"Smith, Kevin",L,2021-09-30,2021,AAA,BAL,1183
"111808746",669018,"Ruotolo, Patrick",R,2021-09-19,2021,AA,SF,564
"111815877",657116,"Willeman, Zach",R,2021-09-15,2021,AA,LA,837
"111819435",681485,"Craft, Derek",R,2021-09-18,2021,A+,NYY,631
"111808130",657272,"Uelmen, Erich",R,2021-10-03,2021,AAA,CHC,395
"111829147",694053,"Bain, Max",R,2021-09-15,2021,A+,CHC,1749
"111836865",701625,"Perez, Anthony",R,2021-10-02,2021,Rk-,MIL,437
"111498433",607374,"Tropeano, Nick",R,2021-09-30,2021,AAA,LA,453
"111818278",681609,"Diaz, Andres",R,2021-09-16,2021,Rk,KC,466
"111837193",702395,"Mota, Henrison",R,2021-10-02,2021,Rk-,MIL,418
"111811250",677604,"Mendoza, Damian",R,2021-09-16,2021,Rk,TEX,699
"111818369",682289,"Sumoza, Christian",R,2021-09-13,2021,Rk,NYY,367
"111837250",700943,"Aldrich, Jack",L,2021-09-13,2021,Rk,KC,192
"111796972",663399,"Waddell, Brandon",L,2021-07-09,2021,MLB,STL,109
"76119350",519008,"McFarland, TJ",L,2021-07-13,2021,AAA,STL,130
"111818768",679654,"Acosta, Cristian",R,2021-09-18,2021,Rk,SF,460
"110691056",605483,"Snell, Blake",L,2021-09-12,2021,MLB,SD,2407
"111825017",689229,"Tavarez, Eddy",R,2021-09-10,2021,A,MIA,246
"111816621",678270,"Brito, Jose",R,2021-10-02,2021,Rk-,MIN,141
"111800294",650556,"Abreu, Bryan",R,2021-10-03,2021,AAA,HOU,309
"111825668",691908,"Velasquez, Giussepe",R,2021-09-28,2021,Rk-,PHI,794
"111833618",699221,"Rodriguez, Waldin",R,2021-09-30,2021,Rk-,MIL,404
"111807649",668546,"Jimenez, Melvin",R,2021-09-17,2021,AA,LA,209
"111802102",660730,"Rodriguez, Elvin",R,2022-07-14,2022,MLB,DET,446
"111825664",691337,"Crispin, Francisco",R,2022-08-13,2022,Rk-,BAL,411
"111839415",703895,"Rosario, Gerlin",R,2022-08-20,2022,Rk-,TB,697
"111842207",801746,"Fortunato, Marcos",R,2022-08-23,2022,Rk-,WAS,614
"111819159",679338,"Warzek, Bryan",L,2022-07-29,2022,Rk,SEA,451
"111838754",703616,"Olivares, Miguel",R,2022-08-16,2022,Rk-,MIN,641
"111835848",700324,"Valdez, Krisspy",R,2022-08-20,2022,Rk-,NYM,355
"111823460",685461,"Gomez, Cesar",R,2021-08-26,2021,A,HOU,1183
"111800375",670157,"Garcia, Ruben",R,2021-06-08,2021,A+,DET,272
"111796266",656353,"Davidson, Tucker",L,2021-06-15,2021,MLB,ATL,312
"111802010",666130,"Groome, Jay",L,2021-08-29,2021,A+,BOS,1331
"111825113",687888,"Walter, Brandon",L,2021-06-30,2021,A,BOS,463
"111831758",668319,"Huntley III, Coleman",R,2021-09-17,2021,A+,ATL,1191
"111764096",621455,"McLaughlin, Sean",R,2022-08-30,2022,AA,ANA,817
"111809021",668338,"Miller, Tyson",R,2022-08-26,2022,AAA,TEX,1507
"111824635",674047,"Kuhn, Travis",R,2022-08-28,2022,AA,SEA,958
"111814868",675530,"Quinonez, Yoilan",R,2022-08-13,2022,A,MIA,599
"111808368",669085,"Scherff, Alex",R,2022-07-12,2022,AA,MIN,517
"111815904",672277,"Carlson, Sam",R,2022-08-26,2022,A,SEA,995
"111837505",701240,"Routzahn, Ethan",R,2022-08-30,2022,A+,SD,347
"111826279",691546,"Martinez, Carlos",R,2022-08-22,2022,Rk,LA,379
"52986",502083,"McAllister, Zach",R,2022-08-28,2022,AAA,STL,1065
"111811313",679923,"Campos, Carlos",R,2022-08-26,2022,A,PIT,310
"111827965",694436,"Strickland, Samuel",L,2022-08-25,2022,A,ATL,1012
"111821909",670251,"Wilson, John",L,2022-08-30,2022,A,MIN,735
"111797733",642376,"Yan, Jefry",L,2022-08-30,2022,AA,MIA,1048
"32586",448179,"Hill, Rich",L,2022-08-27,2022,MLB,BOS,1436
"111840324",800221,"Sosa, John",L,2022-08-19,2022,Rk-,PHI,181
"111817218",678258,"Ramirez, Jerson",R,2021-06-27,2021,A,CLE,325
"111210501",596035,"McClain, Reggie",R,2021-10-01,2021,AAA,NYY,934
"111808441",669746,"Eveld, Tommy",R,2021-10-02,2021,AAA,MIA,774
"111792952",572703,"Bard, Luke",R,2022-07-29,2022,MLB,TB,238
"110846989",605200,"Davies, Zach",R,2022-08-28,2022,MLB,ARI,1869
"111826925",692439,"Estrada, Jose",Unknown,2022-08-20,2022,Rk-,TEX,463
"111819785",682124,"Ramey, Brandon",R,2022-05-08,2022,A,MIL,214
"111816895",682120,"Herrin, Tim",L,2021-09-18,2021,A+,CLE,1156
"111810922",664700,"Tillo, Daniel",L,2021-09-19,2021,AA,KC,410
"111828114",694496,"Stankiewicz, John",R,2021-09-15,2021,A,MIN,380
"111831359",687422,"Mauloni, Chris",R,2021-09-17,2021,A+,DET,402
"111815689",673904,"Walsh, Jake",R,2021-09-15,2021,AA,STL,282
"111820201",682644,"Larrondo, Denny",R,2021-09-17,2021,Rk,NYY,515
"111836562",700709,"Baez, Gregory",R,2021-09-24,2021,Rk-,MIL,480
"111825517",692487,"Perez, Kelvin",R,2021-09-18,2021,Rk,TOR,363
"111827305",692384,"Almonte, Marlyn",R,2021-10-02,2021,Rk-,STL,361
"111826313",691706,"Palacios, Jonaiker",R,2021-10-01,2021,Rk-,NYM,566
"111828652",693816,"Colon, Jose",R,2021-09-23,2021,Rk-,KC,462
"111837589",702876,"Geraldo, Jorge",R,2021-09-28,2021,Rk-,HOU,230
"111811110",672391,"Ort, Kaleb",R,2021-09-22,2021,AAA,BOS,899
"111805368",661332,"Westphal, Luke",L,2021-10-03,2021,AAA,SD,970
"111819406",663753,"Knehr, Reiss",R,2021-10-03,2021,MLB,SD,515
"111819844",663735,"Frisbee, Matt",R,2021-08-01,2021,AAA,SF,925
"111822904",685329,"Pena, Carlos",L,2021-07-27,2021,Rk,DET,394
"111792271",592165,"Brennan, Brandon",R,2021-09-11,2021,AAA,BOS,718
"111829827",694935,"Cordero, Daniel",R,2021-10-01,2021,Rk-,ANA,534
"111822760",684869,"Mena, Peniel",R,2021-10-01,2021,Rk-,TEX,384
"111824834",688884,"Palmer, Alex",R,2021-09-07,2021,Rk,HOU,411
"111818918",686193,"Lasko, Justin",R,2021-09-19,2021,AA,NYM,370
"111824744",686752,"Pepiot, Ryan",R,2021-09-30,2021,AAA,LA,840
"111820158",682810,"Andujar, Horacio",R,2021-09-16,2021,Rk,LA,326
"111836148",700727,"Rodriguez, Marcos",L,2021-10-02,2021,Rk-,NYM,547
"111833476",699283,"Maldonado, Cleiber",L,2021-09-28,2021,Rk-,MIN,361
"111800223",650841,"Lopez, Diomar",R,2021-08-25,2021,AA,CIN,464
"111821524",683856,"Guzman, Ronaldo",L,2021-09-17,2021,Rk,CWS,890
"111810699",672282,"Detmers, Reid",L,2021-10-03,2021,MLB,ANA,400
"111833597",699306,"Baptist, Ricardo",R,2021-09-30,2021,Rk-,NYM,253
"111840583",800490,"Tejada, Henry",R,2022-08-03,2022,Rk-,BAL,430
"111839701",800017,"Montero, Jose",R,2022-08-09,2022,Rk-,CIN,574
"111837455",671960,"Marks, Jordan",R,2022-06-11,2022,A+,DET,666
"111807288",666690,"Infante, Angello",R,2022-08-27,2022,A+,OAK,787
"111828045",694820,"Roxby, Braxton",R,2022-08-31,2022,A+,CIN,368
"111808210",669142,"Burns, Tanner",R,2022-08-30,2022,AA,CLE,1284
"111795738",596133,"Weaver, Luke",R,2021-09-28,2021,MLB,ARI,1143
"111833629",699387,"Sierra, Joel",R,2021-10-02,2021,Rk-,CHC,424
"111815318",676012,"Ogando, Gerald",R,2021-08-01,2021,A,ARI,324
"111801773",663804,"Kowar, Jackson",R,2021-08-27,2021,AAA,KC,1505
"111831162",694274,"Urena, Edward",R,2021-09-14,2021,A,WAS,487
"111821094",683426,"Baro, Heisell",R,2021-09-18,2021,Rk,LA,695
"111823256",685588,"Guante, Wander",R,2021-08-25,2021,A,OAK,109
"111837371",695347,"Gregory, Hunter",R,2022-06-18,2022,A+,TOR,587
"111809427",678295,"Puello, Israel",R,2022-06-22,2022,A,MIL,849
"111822587",686763,"Mayer, Gunner",R,2022-08-27,2022,A,PHI,734
"111824853",663362,"Waldron, Matthew",R,2022-06-23,2022,AA,SD,714
"111837314",702460,"Joyce, Jimmy",R,2022-07-29,2022,A,SEA,169
"111825395",693310,"Carraway, Burl",L,2022-05-21,2022,AA,CHC,267
"111818519",681860,"Dotson, Destin",L,2022-05-06,2022,A,TEX,230
"111820308",683567,"Duran, Jhonny",Unknown,2022-05-20,2022,Rk-,TEX,165
"111839688",800018,"Zhuang, Chen Zhong-Ao",R,2022-06-01,2022,A,OAK,682
"109502081",543901,"Weber, Ryan",R,2022-08-28,2022,AAA,NYY,576
"111837657",695258,"Anglin, Kris",L,2022-06-23,2022,A,ATL,585
"111807079",690907,"Kirian, Michael",L,2022-07-15,2022,A+,WAS,288
"53409",544931,"Strasburg, Stephen",R,2022-05-29,2022,A,WAS,119
"111792229",608716,"Steckenrider, Drew",R,2022-08-31,2022,AAA,SEA,356
"111832420",696063,"Castillo, Wilton",R,2022-06-14,2022,A,SD,188
"111814865",676641,"Sulser, Beau",R,2022-08-24,2022,AAA,BAL,567
"109503831",544365,"Banuelos, Manny",L,2022-06-17,2022,MLB,NYY,136
"111825780",691841,"Abrego, Gerardo",R,2022-08-23,2022,Rk-,NYY,691
"111839851",800075,"Cuevas, Noelin",L,2022-08-20,2022,Rk-,BAL,446
"111827397",692547,"Nunez, Carlos",R,2022-08-03,2022,Rk-,ARI,217
"111804874",663892,"Coulter, Kevin",R,2021-09-14,2021,A+,CLE,1459
"111819528",682125,"Joyner, Tyler",R,2021-08-10,2021,AA,BAL,683
"111818439",682240,"Jones, Stephen",R,2021-07-02,2021,A,COL,324
"111825112",687880,"Prizina, Jake",L,2021-05-13,2021,A,BAL,87
"111797406",596082,"Reed, Jake",R,2021-05-31,2021,AAA,ANA,204
"111827780",694297,"Pfaadt, Brandon",R,2021-06-18,2021,A,ARI,590
"111807022",666277,"Soriano, George",R,2021-06-25,2021,A,MIA,590
"111807340",665152,"Kremer, Dean",R,2021-09-11,2021,MLB,BAL,1016
"111808499",668908,"Bullock, Justin",R,2021-06-04,2021,A,MIL,301
"111796262",642530,"Reyes, Luis",R,2021-08-03,2021,AA,WAS,1437
"36196",459429,"McGee, Jake",L,2022-08-06,2022,MLB,MIL,93
"111332788",455119,"Martin, Chris",R,2022-08-29,2022,MLB,LA,154
"111809219",672693,"Carrasco, Martin",R,2022-08-18,2022,Rk,CWS,139
"111816538",678371,"Armstrong, Ivan",R,2022-08-30,2022,A+,ANA,176
"111796051",641386,"Bowden, Ben",L,2022-08-31,2022,AAA,SF,283
"111833473",699086,"Severino, Kikito",L,2021-10-02,2021,Rk-,TB,867
"111818024",681857,"Olson, Reese",R,2021-08-14,2021,A+,DET,176
"111815959",641927,"Ober, Bailey",R,2021-09-24,2021,MLB,MIN,1517
"111833707",699326,"Betemit, Wilson",R,2021-10-02,2021,Rk-,KC,404
"111811617",671093,"Whitten, Kyle",R,2021-09-17,2021,Rk,TB,120
"111808178",673258,"Baez, Michel",R,2022-08-31,2022,AAA,SD,280
"111820435",683575,"Rodriguez, Roger",R,2022-08-22,2022,Rk,OAK,617
"111817845",682254,"Montgomery, Mason",L,2022-08-31,2022,AA,TB,640
"110691566",594798,"deGrom, Jacob",R,2022-07-27,2022,AAA,NYM,110
"111812170",676596,"Fleming, Josh",L,2021-10-03,2021,MLB,TB,1662
"76119331",519326,"Strickland, Hunter",R,2021-05-13,2021,MLB,TB,281
"111793322",656546,"Hoffman, Jeff",R,2021-10-02,2021,MLB,CIN,1385
"111806490",665894,"Rijo, Luis",R,2021-07-30,2021,A+,MIN,136
"111802168",664076,"Cleavinger, Garrett",L,2021-10-02,2021,AAA,LA,203
"111821627",673920,"Mellen, Sean",L,2022-04-26,2022,A+,TOR,210
"111805807",664584,"Romero, Jhon",R,2022-04-19,2022,MLB,MIN,92
"111819396",682132,"Hardy, Brendan",R,2022-05-01,2022,A,NYM,147
"111805679",664276,"Montas, Kenlly",R,2022-04-21,2022,A,NYY,106
"111825623",691348,"Rangel, Raul",R,2022-04-21,2022,A,BAL,105
"111823000",685467,"Morales, Henry",R,2021-10-01,2021,Rk-,BOS,370
"111816379",678590,"Segovia, Gregori",R,2021-09-14,2021,Rk,BOS,223
"111816744",684705,"Soriano, Christopher",L,2021-08-25,2021,A,PHI,214
"111806528",665963,"Henry, Henry",R,2021-09-19,2021,AA,SD,1143
"111811098",672398,"De La Cruz, Jonas",R,2021-09-17,2021,A+,PHI,410
