"ID","NAME","YEAR","LVL","TEAM","SWM","CHASERATE","K_RATE","BB_RATE"
"111817123","Espinoza, Manuel",2022,A+,CHC,22.500,28.800,23.400,10.700
"111815586","Mills, Wyatt",2022,AAA,SEA,22.000,29.500,22.400,9.200
"111819327","Maciejewski, Josh",2022,AA,NYY,32.500,33.500,33.100,8.300
"111768836","Marte, Yunior",2022,AAA,SF,35.500,35.500,38.900,8.900
"111814862","Bido, Anderson",2022,A+,COL,29.500,33.100,26.000,6.600
"111821878","Gomez, Yonathan",2022,Rk-,TB,22.300,21.100,22.100,9.300
"111795901","Rogers, Joshua",2021,AAA,WAS,18.100,28.500,15.600,6.700
"111819279","Vasquez, Randy",2021,A,NYY,31.600,28.900,27.400,10.800
"111797117","Mekkes, Dakota",2021,AAA,CHC,25.900,24.800,20.300,14.000
"111822856","Donovan, Dakota",2021,A,ANA,25.100,31.200,30.100,6.800
"111802174","Bush, Nick",2021,A+,COL,29.600,29.400,29.900,4.500
"111819614","Alcantara, Jose",2022,A,ARI,44.800,31.300,35.000,21.000
"111821248","McDonald, Cole",2022,A+,HOU,34.500,24.200,34.100,17.600
"111781247","Woods Jr, Stephen",2022,AA,KC,22.800,23.900,23.100,17.900
"111819130","Rodriguez, Rainiery",2022,A,ATL,17.300,30.700,16.100,5.100
"111837298","Painter, Andrew",2022,AA,PHI,28.300,28.900,31.100,2.200
"111813504","Gallardo, Richard",2022,A+,CHC,11.100,17.700,8.300,6.500
"111813754","Polley, Triston",2022,AA,TEX,29.100,20.500,21.100,22.000
"111821296","Cortorreal, Aneudy",2022,A,TB,33.800,26.100,27.600,20.100
"110816930","Garcia, Jarlin",2022,MLB,SF,22.600,27.800,20.700,6.700
"111811519","Ramirez, Rickey",2022,A+,BAL,23.300,23.200,19.200,14.000
"111819352","Nunez, Andres",2022,AAA,KC,28.900,31.400,25.600,6.200
"111844738","DeVos, Nolan",2022,A,HOU,42.200,28.600,39.100,21.700
"111828550","Harper, Daniel",2022,A,PHI,32.200,17.400,20.800,12.500
"111797875","Jax, Griffin",2022,MLB,MIN,28.700,33.600,28.900,7.100
"111798391","Leiter Jr., Mark",2022,MLB,CHC,25.800,30.000,25.200,9.000
"111795738","Weaver, Luke",2022,MLB,KC,17.300,32.400,16.000,14.000
"111798641","Nelson, Nick",2022,MLB,PHI,26.800,26.000,22.100,11.400
"111815607","Kelly, Zack",2022,AAA,BOS,33.600,26.800,34.400,12.000
"53713","Freeman, Sam",2022,AAA,KC,25.500,34.200,21.100,13.800
"111809221","Uceta, Edwin",2022,AAA,ARI,33.900,28.000,31.300,14.400
"110295418","Brickhouse, Bryan",2022,AA,SF,28.900,31.800,24.900,8.700
"111819285","Silven, Yoelvin",2022,AA,CWS,27.800,27.900,23.400,8.300
"111812364","Nunez, Eduarniel",2022,A+,CHC,28.100,26.400,25.100,13.700
"111825142","Anderson, Aidan",2022,A+,PHI,25.500,31.200,20.500,5.500
"111827345","Moore, Andrew",2022,A,SEA,43.000,27.800,43.600,12.800
"111825932","McDonald, Trevor",2022,A,SF,31.200,33.500,26.600,10.400
"111812278","Castillo, Starlyn",2022,Rk,PHI,21.800,31.300,26.700,2.200
"111828553","Joseph, Elison",2022,Rk,ATL,28.300,13.000,23.500,17.600
"111812170","Fleming, Josh",2022,AAA,TB,21.400,36.700,18.200,5.100
"111815868","Merrill, Matthew",2022,A+,WAS,27.500,18.700,26.500,19.500
"111819443","Johnson, Boby",2022,A+,COL,27.100,28.000,26.300,8.100
"111815677","Mauricio, Alex",2022,A+,NYY,32.300,26.800,27.500,12.600
"111818439","Jones, Stephen",2022,AA,COL,27.500,26.000,27.400,10.700
"111819739","Leban, Zack",2022,AA,MIA,32.000,28.800,28.800,11.900
"111827306","Neely, Jack",2022,A,NYY,42.100,36.000,38.900,12.300
"111822627","Bigge, Hunter",2022,A+,CHC,31.300,28.800,28.800,14.700
"111793476","Gonzalez, Chi Chi",2022,MLB,MIL,13.800,27.400,16.700,8.300
"111837631","Mikulski, Matt",2022,A,SF,27.500,28.500,26.200,8.400
"111824451","Solano, Issac",2022,Rk,BAL,21.300,18.400,21.400,19.800
"111840349","De La Paz, Jarlen",2022,Rk-,PIT,24.700,19.100,19.400,20.900
"111809127","Morales, Francisco",2022,AA,PHI,47.800,31.000,46.600,14.700
"111799243","Molnar, Kyle",2022,A+,ANA,22.800,26.300,22.000,11.300
"111797992","Gettys, Michael",2022,A+,BOS,19.500,22.300,17.700,5.400
"110691249","Navas, Carlos",2021,AAA,ARI,23.000,24.700,16.000,11.200
"111815477","Vassalotti, Michele",2021,A,MIL,30.200,23.300,24.100,17.600
"111815928","Swanda, John",2021,A,ANA,24.600,32.400,20.300,7.300
"111819387","Mosser, Gabe",2021,A+,SD,21.600,28.700,21.400,6.800
"111825048","Peralta, Samuel",2021,A,CWS,28.600,26.200,31.600,7.700
"111764463","Funkhouser, Kyle",2021,MLB,DET,24.700,27.100,21.100,12.800
"111795036","Tate, Dillon",2021,MLB,BAL,21.300,28.300,17.100,8.000
"111807411","Pilar, Anderson",2021,A,COL,27.000,28.600,22.400,6.700
"111823356","Cantleberry, Jacob",2021,A+,LA,34.000,19.400,32.300,8.300
"111821288","Kristofak, Zac",2021,A+,ANA,26.200,25.300,23.100,10.100
"111799491","Hernandez, Darwinzon",2021,MLB,BOS,28.200,15.900,29.700,17.000
"111797521","Santana, Dennis",2021,AAA,LA,26.000,33.300,21.400,14.300
"111831559","Shook, TJ",2022,A+,MIL,30.800,32.600,32.100,8.200
"111809604","Brown, Aaron",2022,A+,HOU,24.500,26.500,19.400,7.400
"111818519","Dotson, Destin",2022,A,TEX,39.800,28.400,43.100,10.300
"111805180","Ortega, Oliver",2022,MLB,ANA,22.000,32.900,22.300,12.200
"111768742","Liranzo, Jesus",2022,AAA,ARI,32.200,19.000,31.000,14.100
"111827780","Pfaadt, Brandon",2022,AA,ARI,30.900,32.300,32.200,4.300
"111498433","Tropeano, Nick",2022,AAA,TEX,30.700,26.100,22.700,19.300
"110847502","Wright, Mike",2022,AAA,LA,17.600,29.500,16.900,13.000
"111824565","Blanchard, Jason",2022,AA,SD,31.700,19.200,30.600,12.900
"4568","Minaya, Juan",2022,AAA,MIN,25.800,26.900,19.300,10.700
"110678499","Montas, Frankie",2022,MLB,NYY,21.600,32.700,16.900,5.900
"110816226","Stephenson, Robert",2022,MLB,COL,24.300,31.400,18.800,6.600
"111800573","Houck, Tanner",2022,MLB,BOS,27.100,29.800,22.700,8.900
"111824626","Whittlesey, Brock",2022,A+,OAK,22.600,31.200,14.900,8.900
"111810870","Concepcion, Jol",2022,A+,TOR,33.900,22.200,31.100,17.800
"111840170","Marte, Sabier",2022,Rk-,NYY,32.400,34.900,29.100,2.400
"111829146","Adames, Stiwar",2022,Rk-,BOS,27.500,32.400,21.700,7.200
"111806988","Torres, Jojanse",2022,AA,HOU,21.600,22.400,20.200,16.800
"111812308","Cachutt, Manuel",2021,A,CIN,24.600,20.800,23.100,12.700
"111801955","Avila, Pedro",2021,AAA,SD,31.600,22.600,23.800,14.900
"111805753","Zabaleta, Ezequiel",2021,A+,TB,38.700,34.800,27.300,8.200
"111819099","Demurias, Eddy",2021,AA,CIN,30.700,27.600,24.700,12.400
"111824744","Pepiot, Ryan",2021,AA,LA,31.800,30.700,34.800,11.200
"111819736","Stadler, Fitz",2021,AA,TOR,37.100,27.900,32.100,16.000
"111821703","Martin, Kyle",2021,A,BAL,26.100,28.800,22.700,9.100
"111793373","Mesa, Jose",2021,AA,MIA,28.700,34.300,20.200,9.600
"40347","LeBlanc, Wade",2021,AAA,TEX,26.200,32.000,27.500,4.300
"111806856","Dashwood, Jack",2021,A,ANA,27.900,39.800,29.700,3.400
"111837296","Kingsbury, Jimmy",2022,A,SEA,27.300,28.300,26.200,10.700
"111826066","Mendez, Alejandro",2022,A,BAL,24.900,22.800,19.100,20.600
"111807954","Bencomo, Edwuin",2022,A+,SD,26.300,38.000,22.400,6.300
"111808061","Betances, Jose",2022,A,HOU,41.800,23.000,43.100,19.600
"111807876","Rosenberg, Kenneth",2022,AAA,ANA,27.500,28.400,25.300,8.900
"111820578","LaRoche, Kelvin",2022,A,BAL,25.900,29.100,13.700,2.700
"111825363","Hodge, Porter",2022,A,CHC,31.600,27.400,29.300,12.700
"111332788","Martin, Chris",2022,MLB,CHC,24.500,26.900,30.100,3.000
"110295409","Bradley, Archie",2021,MLB,PHI,15.200,27.600,17.900,9.800
"110678101","Custodio, Claudio",2021,AAA,BAL,25.000,30.600,16.700,9.100
"111798900","Roedahl, Devon",2021,A,BOS,30.700,35.900,25.500,4.900
"111807881","Wells, Tyler",2022,MLB,BAL,21.200,29.700,17.800,6.000
"111815877","Willeman, Zach",2022,AA,KC,29.400,30.100,26.600,9.600
"111839291","Rosales, Maikel",2022,Rk-,PHI,26.400,31.700,15.800,14.000
"111843254","Leandro, Jose",2022,Rk-,BAL,30.100,26.900,31.800,14.100
"111826313","Palacios, Jonaiker",2022,Rk,NYM,25.000,25.700,22.600,6.500
"111839946","Blanco, Wilmer",2022,Rk-,PHI,30.200,23.500,22.500,16.200
"111833339","Santana, Angel",2022,Rk,TOR,23.300,21.800,14.600,14.600
"111840611","Wallace, Callum",2022,Rk,LA,32.900,23.900,29.500,9.100
"111807288","Infante, Angello",2022,A+,OAK,18.400,28.800,18.800,11.600
"111830965","Krauth, Nick",2022,A+,TEX,24.300,33.000,17.900,7.700
"111843094","Felix, Eddy",2022,Rk-,DET,29.500,38.500,34.600,7.700
"111823026","Rodriguez, Moises",2022,Rk-,DET,25.900,25.700,13.000,18.200
"111839848","Rondon, Wilton",2022,Rk-,BAL,28.500,24.700,18.300,14.600
"111815898","Widell, Ryley",2022,Rk,COL,33.800,30.300,33.300,2.700
"111831078","Gruller, Kyle",2022,A+,HOU,34.300,26.300,27.500,20.300
"111499720","Bracho, Silvino",2022,AAA,ATL,33.300,28.900,32.800,4.700
"110678499","Montas, Frankie",2022,MLB,OAK,24.700,33.600,25.800,6.600
"52483","Betances, Dellin",2022,AAA,LA,23.600,16.000,20.000,20.000
"111821741","Perez, Railin",2022,Rk,BOS,36.200,32.900,37.100,8.600
"111807022","Soriano, George",2021,A,MIA,33.000,31.400,31.300,12.000
"111812370","Kelly, Levi",2021,AA,ARI,31.400,19.300,23.900,24.800
"111819485","Gonzalez, Domingo",2021,A,PIT,35.100,28.100,33.800,9.800
"111792534","Castillo, Luis",2021,MLB,CIN,26.700,32.000,23.900,9.300
"111815568","Bass, Brad",2021,AA,DET,26.600,30.100,26.600,7.400
"111819151","Segovia, Eduar",2021,A,PHI,35.000,26.600,29.600,13.700
"111805730","Ellenbest, Mike",2021,AA,TOR,23.400,27.600,28.100,8.500
"111819434","Lackey, Shelby",2021,A+,COL,34.500,28.600,34.100,9.400
"111825112","Prizina, Jake",2021,A+,BAL,26.100,30.000,21.200,8.300
"109502405","Ross Jr., Robbie",2021,AAA,DET,21.100,21.300,17.400,6.500
"111764348","Garza, Ralph",2021,AAA,HOU,25.500,17.700,29.300,13.800
"111824745","Kessler, Sam",2021,A+,DET,37.000,16.100,25.300,27.700
"111805599","Moncada, Luis",2021,A,TB,26.600,27.000,23.700,10.100
"111818895","Case, Brad",2021,AA,PIT,17.400,24.000,18.900,7.000
"111792791","Coulombe, Daniel",2021,AAA,MIN,26.400,38.100,34.200,3.800
"111450017","Ferrell, Riley",2021,AAA,HOU,27.800,19.700,27.600,15.500
"111809276","Correa, Nelvin",2021,A,NYY,31.700,31.000,28.700,10.200
"111808960","Ginn, J.T.",2021,A,NYM,31.600,37.900,23.600,6.800
"111799910","Eppler, Tyler",2021,AAA,WAS,21.700,30.300,14.300,9.000
"111811174","Ochoa, Duilio",2021,A,SD,29.800,22.000,28.000,11.200
"111831129","Sprinkle, Jonathan",2021,A+,HOU,53.800,31.300,45.500,16.200
"111806749","Lin, Kai-Wei",2021,A+,ARI,30.300,30.700,23.100,10.200
"111800174","Chalmers, Dakota",2021,AA,CHC,31.000,26.200,24.900,13.800
"111801749","Toussaint, Touki",2021,AAA,ATL,32.700,23.400,33.300,14.300
"111809565","Rodriguez, Manuel",2021,AA,CHC,39.400,28.300,32.200,16.900
"111819508","Schulfer, Austin",2021,AA,MIN,24.200,25.000,21.600,10.100
"111825762","Crow, Coleman",2021,A,ANA,25.100,27.400,21.600,10.100
"111808104","Moore, Davis",2021,A,WAS,34.200,27.200,33.300,12.200
"111824780","Brigden, Trevor",2021,A+,TB,30.400,33.600,29.800,5.000
"111811912","Rapp, Brian",2021,A+,TOR,24.800,20.700,11.200,17.300
"111803494","Remy, Peyton",2021,AA,CHC,24.600,32.100,16.600,7.000
"111815914","Ahearn, Taylor",2021,A+,ANA,19.900,27.900,17.300,7.700
"111803363","Hughes, Jonathan",2022,A+,PHI,28.900,27.100,20.200,8.300
"111812094","Yanez, Gabriel",2022,A,PHI,33.700,35.900,27.800,6.200
"111781319","Lauer, Eric",2022,MLB,MIL,20.200,26.300,22.800,9.000
"111825521","Cervantes, Alejandro",2022,Rk,STL,39.000,24.200,39.400,18.200
"111823256","Guante, Wander",2022,Rk,OAK,27.200,38.700,26.300,9.000
"111818407","De Dios, Fredely",2022,Rk,ARI,34.300,24.300,22.700,25.000
"111819077","Marcano, Rafael",2022,A+,PHI,33.900,30.200,25.900,10.800
"111808732","Moyers, Steven",2022,AAA,CWS,25.800,29.200,16.300,11.100
"111795216","Anderson, Nick",2022,AAA,TB,17.700,27.400,20.400,4.100
"111837396","Patrick, Chad",2022,A,ARI,25.700,23.800,31.500,9.300
"111810830","McDowell, Theo",2021,Rk,TEX,45.000,27.900,38.700,16.100
"111816598","Made, Alejandro",2021,A,PHI,18.200,15.700,13.500,23.000
"111804832","Rainey, Tanner",2021,MLB,WAS,33.800,28.600,27.800,16.600
"111819446","Vesia, Alex",2021,AAA,LA,37.000,25.400,59.400,9.400
"111819718","Santos, Alex",2022,A,HOU,30.500,29.100,28.700,10.200
"111808130","Uelmen, Erich",2022,AAA,CHC,34.700,28.900,29.100,12.800
"111798374","Powers, Alex",2022,AA,DET,21.200,22.000,28.200,5.100
"109503831","Banuelos, Manny",2022,AAA,NYY,27.300,29.100,23.600,9.800
"111826827","McGuigan, Brendan",2022,A+,SEA,26.400,25.800,23.600,15.100
"111811109","Lomeli, Carlos",2022,A,PIT,24.200,29.700,21.100,7.000
"111825045","Butler, Hansen",2022,AA,CWS,16.500,23.000,9.800,23.200
"111816808","Thompson, Jake",2022,AA,BOS,31.700,31.200,28.300,9.700
"111499720","Bracho, Silvino",2022,AAA,BOS,27.400,33.800,29.300,3.300
"111808083","Campos, Yeizo",2022,AA,NYM,26.100,25.200,22.300,11.800
"111781285","Nola, Aaron",2021,MLB,PHI,26.000,31.500,29.800,5.200
"111803488","Labaut, Randy",2021,A,CLE,33.000,32.200,31.400,12.400
"111811554","Perry, Aaron",2021,A,BOS,22.000,27.500,30.600,7.400
"76119400","Moore, Matt",2021,AAA,PHI,26.300,26.100,25.300,12.600
"111815618","Reyes, Marcus",2021,A+,TOR,19.300,28.500,24.100,6.000
"111831452","Brahms, Parker",2021,A,PIT,29.400,28.100,26.200,19.500
"111806994","Jenkins, Brandon",2021,A,CWS,33.600,28.600,32.900,24.100
"111820563","Phillips, Connor",2021,A,SEA,35.900,28.300,32.300,13.700
"111811973","Brady, Denny",2021,AA,ANA,27.100,34.300,30.700,12.000
"111808195","Hernandez, Alfonso",2021,A,WAS,32.900,33.600,24.800,8.800
"111825167","Walston, Blake",2021,A,ARI,33.000,35.100,33.300,9.400
"111820856","Slaten, Justin",2021,A+,TEX,30.400,28.300,30.100,8.500
"111841558","Albino, Eris",2022,Rk-,NYM,30.800,20.300,20.000,26.700
"111818234","Kubichek, Kolby",2022,Rk,NYM,37.900,40.800,32.000,12.000
"111820165","Perez, Samuel",2022,A,MIN,31.300,37.600,21.900,8.200
"111801141","Shaps, Andrew",2022,A+,DET,31.800,28.000,17.200,21.800
"111843625","Rodriguez, Brayan",2022,Rk-,ARI,25.400,19.200,28.600,17.100
"111837540","Novas, Elvis",2022,Rk,KC,28.100,34.300,26.100,4.300
"111825578","Hernandez, Jean",2022,Rk-,PHI,20.000,25.200,13.600,14.500
"111840573","Torres, Gabriel",2022,Rk-,DET,38.400,40.700,26.400,5.600
"111808065","Peguero, Matthew",2021,A,TB,29.900,24.900,27.400,8.400
"111819686","Loeprich, Conner",2021,A+,BAL,27.600,26.100,22.200,7.600
"111836934","Oliver, Ronny",2021,Rk-,STL,28.700,23.800,24.700,17.100
"111811543","Encarnacion, Breidy",2021,Rk,MIA,25.500,23.900,20.000,17.100
"111824836","Mraz, Spencer",2021,A+,TEX,30.800,25.800,24.500,9.400
"111815501","Peguero, Luis",2021,Rk-,CLE,27.000,25.200,19.300,15.700
"111818504","Cruz, Robert",2021,Rk-,CLE,23.700,31.700,17.600,7.400
"4224","Miller, Shelby",2021,MLB,PIT,25.900,16.500,15.900,13.600
"111829445","Monegro, Yordanny",2021,Rk-,BOS,27.000,29.000,24.400,14.900
"111828147","Liu, Chih-Jung",2021,A,BOS,32.100,30.700,25.400,8.900
"111810870","Concepcion, Jol",2021,A+,TOR,25.400,20.000,19.000,26.200
"110678384","Kolarek, Adam",2022,AAA,OAK,23.900,26.900,22.700,9.800
"111824682","Henley, Blair",2021,A+,HOU,23.800,22.000,27.100,10.600
"111810919","Lange, Alex",2021,MLB,DET,31.400,33.700,24.100,9.900
"111822173","Gaston, William",2021,A,TOR,24.400,18.100,27.100,10.400
"111792212","Selman, Sam",2021,MLB,SF,16.500,20.200,24.200,12.100
"111807131","Holderman, Colin",2021,AA,NYM,27.700,19.100,26.300,7.900
"111808342","Noguera, Gabriel",2021,A+,ATL,32.900,24.000,24.800,24.100
"111805266","Stashak, Cody",2021,MLB,MIN,34.600,29.900,34.700,13.300
"52427","Kluber, Corey",2021,MLB,NYY,26.500,32.100,24.000,9.700
"111808952","Santana, Andy",2021,Rk,DET,24.400,29.300,21.600,6.300
"110294440","Sanchez, Aaron",2021,AAA,SF,17.500,17.900,13.100,10.700
"111833727","Herrera, Welinton",2021,Rk-,COL,36.400,25.100,31.100,11.100
"111808650","Tully, Tanner",2021,AA,CLE,20.700,27.700,20.000,5.600
"111815851","Manasa, Alex",2021,A+,PIT,23.100,32.800,21.700,3.800
"111830903","Weber, Ty",2021,AAA,SF,18.200,24.200,15.200,3.000
"111809029","Garcia, Bryan",2021,AAA,DET,28.300,21.900,19.600,7.500
"111832194","Tiburcio, David",2021,Rk-,LA,26.900,35.600,22.600,8.700
"111826327","Davila, Jose",2021,Rk,STL,27.800,32.700,26.900,11.300
"111809580","Naughton, Packy",2021,AAA,ANA,26.300,31.700,21.700,5.300
"111821803","Rivas, Jose",2021,Rk-,DET,21.900,32.100,30.800,10.300
"111798271","Cimber, Adam",2021,MLB,TOR,20.100,30.700,20.500,3.400
"111824002","Gonzalez, James",2021,Rk,OAK,32.900,34.500,27.500,5.000
"111807919","Sierra, Yaisel",2021,AAA,LA,26.500,16.700,18.400,12.200
"111828336","Fransua, Victor",2021,Rk-,TB,30.100,25.700,25.600,15.100
"111811570","Campbell, Paul",2021,AAA,MIA,25.900,22.100,22.000,14.600
"111807737","Sanchez, Miguel",2021,MLB,MIL,27.400,34.800,19.200,11.700
"111819162","Nahas, Joseph",2021,A+,CHC,25.400,27.100,20.800,6.800
"111816589","Cruz, Jose",2021,Rk,SF,40.200,38.600,41.400,8.100
"111818377","Diaz, Moises",2021,Rk-,WAS,27.100,21.000,21.300,6.600
"111833374","Vargas, Jordy",2021,Rk-,COL,37.200,29.100,33.900,12.100
"111820362","Moreno, Cesari",2021,Rk,ATL,47.000,15.900,30.900,41.800
"111826571","Kaczor, Micah",2021,Rk,COL,20.200,29.100,19.400,4.400
"111792791","Coulombe, Daniel",2021,MLB,MIN,22.200,34.200,23.700,5.000
"111828905","Nolasco, Yohemy",2021,Rk-,CWS,18.900,21.800,18.400,8.200
"111766796","Minter, A.J.",2021,AAA,ATL,41.200,27.400,40.000,12.000
"111817964","Vodnik, Victor",2021,AA,ATL,27.800,21.300,27.300,14.700
"111833360","Diaz, Darlin",2021,Rk-,PIT,18.500,27.200,16.800,13.100
"111826123","Juarez, Victor",2021,Rk-,COL,34.000,38.200,35.400,5.200
"111800555","Vargas, Didier",2021,A,CHC,19.000,22.800,21.300,8.100
"111833707","Betemit, Wilson",2021,Rk-,KC,21.200,26.700,15.100,9.400
"111801677","Murdock, Noah",2021,A+,KC,15.400,12.100,19.800,11.500
"111806480","Morban, Jose",2021,Rk,OAK,42.900,40.100,38.500,5.100
"111824637","Fisher, Nate",2021,Rk,SEA,51.400,32.100,36.800,10.500
"111806540","Suarez, Willian",2021,Rk,SF,38.100,26.000,31.400,12.400
"111816978","Cepeda, Felix",2021,Rk,BOS,22.500,17.100,23.800,20.200
"111824901","Forrester, Jacob",2021,Rk,CLE,40.700,30.500,38.500,15.400
"111816820","Mendez, Eric",2021,Rk,ARI,43.100,30.100,20.800,12.500
"111816414","Lucas, Jean Carlos",2021,Rk,ANA,31.300,23.400,23.900,13.600
"111805982","Felipe, Angel",2021,A+,TB,35.200,35.100,29.500,14.300
"111792212","Selman, Sam",2021,MLB,ANA,17.300,27.200,14.300,10.400
"110691139","Rodriguez, Richard",2021,MLB,ATL,15.300,27.500,8.500,4.700
"4573","Robles, Hansel",2021,MLB,BOS,26.700,25.400,30.300,11.900
"111816743","Nunez, Luis",2021,Rk,ANA,37.800,22.500,26.700,18.300
"111825710","Caines, Erick",2021,Rk-,BAL,29.600,28.600,26.300,17.500
"111819352","Nunez, Andres",2021,AAA,KC,36.300,33.500,26.700,9.900
"111805615","Quijada, Hazahel",2021,A,SD,27.000,26.900,27.200,14.600
"111545998","Poteet, Cody",2021,AAA,MIA,34.500,22.200,37.500,9.400
"76118597","Tepera, Ryan",2021,MLB,CWS,34.300,31.000,31.600,10.500
"111829488","Hiraldo, Carlos",2022,Rk,HOU,22.200,25.900,26.300,22.800
"111828317","Valdez, Luis",2022,Rk-,LA,30.600,33.800,17.600,0.000
"111837248","Webb, Bradford",2022,A,TEX,34.200,31.100,27.300,11.000
"111840372","Cabrera, Royer",2022,Rk-,MIL,23.200,20.400,12.700,18.200
"111840402","Corro, Derek",2022,Rk-,OAK,20.100,27.100,15.900,11.500
"111821404","Fulgencio, Steven",2022,Rk,NYY,29.600,22.400,16.700,16.700
"111808088","White, Mitchell",2022,AAA,LA,27.800,34.700,25.000,5.000
"111842505","Acosta, Adrian",2022,Rk-,ANA,31.300,25.700,25.000,15.300
"111840219","Rivera, Bryan",2022,Rk-,MIL,33.500,28.800,24.500,10.400
"111819135","Quezada, Jose",2022,AAA,SD,24.700,26.700,25.000,10.000
"111824685","Barber, Albertus",2022,Rk,PHI,24.200,20.000,41.200,5.900
"111811543","Encarnacion, Breidy",2022,Rk,MIA,34.700,25.600,31.800,8.000
"111837858","Vire, Caden",2022,Rk,MIL,31.300,18.600,19.000,25.900
"111831822","Flores, Junior",2022,Rk-,SF,42.900,23.500,27.300,18.200
"111809317","Sanchez, Rodolfo",2022,A+,PHI,30.300,28.200,31.000,16.700
"111829248","Vargas, Fernando",2022,Rk-,CWS,31.400,20.600,31.000,23.800
"111802168","Cleavinger, Garrett",2021,AAA,LA,35.500,31.600,53.200,10.600
"111798066","Pruitt, Austin",2022,AAA,OAK,28.000,29.500,22.000,2.200
"111833356","Garces, Jose",2021,Rk-,PIT,31.300,27.400,25.200,10.700
"111796262","Reyes, Luis",2021,AAA,WAS,19.600,21.700,14.300,13.800
"111811197","Draper, Zach",2022,AAA,CLE,25.000,24.700,14.800,7.400
"111810658","Lacy, Asa",2022,AA,KC,32.700,18.600,23.800,26.700
"111813414","Wallace, Chase",2022,A,KC,19.600,19.000,13.800,17.200
"111805695","Speas, Alex",2021,Rk,TEX,38.700,28.000,37.500,21.900
"32725","Kazmir, Scott",2021,AAA,SF,21.900,24.000,22.100,8.300
"111802313","Duplantier, Jon",2021,AAA,ARI,14.300,21.200,11.400,14.300
"111808726","Gonsolin, Tony",2021,AAA,LA,25.300,33.300,22.500,7.500
"111815146","Teel, Carson",2022,AA,WAS,22.500,31.700,15.900,5.800
"111802293","Harris, Hogan",2022,AAA,OAK,42.900,23.600,41.300,19.600
"111843718","Ramirez, Gregori",2022,Rk-,ARI,19.600,24.300,6.100,21.200
